title,directors,actors,genre,comb
"good boy, bad boy",Ashwini Chaudhary,Tusshar Kapoor   Emraan Hashmi   Isha Sharvani   Tanushree Dutta,Comedy   Musical   Romance,Ashwini Chaudhary Tusshar Kapoor   Emraan Hashmi   Isha Sharvani   Tanushree Dutta Comedy   Musical   Romance
shaadi se pehle,Satish Kaushik,Akshaye Khanna   Ayesha Takia   Mallika Sherawat   Sunil Shetty,Comedy   Musical   Romance,Satish Kaushik Akshaye Khanna   Ayesha Takia   Mallika Sherawat   Sunil Shetty Comedy   Musical   Romance
love story 2050,Harry Baweja,Harman Baweja   Priyanka Chopra   Boman Irani   Archana Puran Singh,Action   Adventure   Drama,Harry Baweja Harman Baweja   Priyanka Chopra   Boman Irani   Archana Puran Singh Action   Adventure   Drama
sarkar raj,Ram Gopal Varma,Amitabh Bachchan   Abhishek Bachchan   Aishwarya Rai Bachchan   Ravi Kale,Action   Crime   Drama,Ram Gopal Varma Amitabh Bachchan   Abhishek Bachchan   Aishwarya Rai Bachchan   Ravi Kale Action   Crime   Drama
gangobai,Jitendra Chawda,Prithvi   Satnam Kaur   Durgesh Nandni   Kiran Kumar,Action,Jitendra Chawda Prithvi   Satnam Kaur   Durgesh Nandni   Kiran Kumar Action
kaaboo,Vicky Ranawat,Rajat Bedi   Sudesh Berry   Abhay Bhargav   Ishwar,Action,Vicky Ranawat Rajat Bedi   Sudesh Berry   Abhay Bhargav   Ishwar Action
meri aashiqui,unknown,Rahul Roy   Himani Shivpuri   Prithvi Zutshi,Romance,unknown Rahul Roy   Himani Shivpuri   Prithvi Zutshi Romance
raghu more: bachelor of hearts,Iqbal Raj,Anamika Goel   Sonika Kapoor   Mangala Kenkre   Faraha Khan,Comedy,Iqbal Raj Anamika Goel   Sonika Kapoor   Mangala Kenkre   Faraha Khan Comedy
prarambh,Kumar Dave,Mukesh Bhatt   Shama Deshpande   Sanjay Gandhi   Vijay Gupta,Drama,Kumar Dave Mukesh Bhatt   Shama Deshpande   Sanjay Gandhi   Vijay Gupta Drama
fool n final,Ahmed Khan,Shahid Kapoor   Ayesha Takia   Vivek Oberoi   Sunny Deol,Action   Comedy   Romance,Ahmed Khan Shahid Kapoor   Ayesha Takia   Vivek Oberoi   Sunny Deol Action   Comedy   Romance
apna sapna money money,Sangeeth Sivan,Bobby Darling   Ritesh Deshmukh   Avtar Gill   Vrajesh Hirjee,Comedy   Musical   Romance,Sangeeth Sivan Bobby Darling   Ritesh Deshmukh   Avtar Gill   Vrajesh Hirjee Comedy   Musical   Romance
vivah,Sooraj R. Barjatya,Shahid Kapoor   Amrita Rao   Anupam Kher   Alok Nath,Drama   Family   Musical,Sooraj R. Barjatya Shahid Kapoor   Amrita Rao   Anupam Kher   Alok Nath Drama   Family   Musical
ankahee,Vikram Bhatt,Aftab Shivdasani   Ameesha Patel   Esha Deol   Amin Hajee,Drama   Romance   Thriller,Vikram Bhatt Aftab Shivdasani   Ameesha Patel   Esha Deol   Amin Hajee Drama   Romance   Thriller
gangster,Anurag Basu,Kangana Ranaut   Shiney Ahuja   Emraan Hashmi   Gulshan Grover,Crime   Drama   Mystery,Anurag Basu Kangana Ranaut   Shiney Ahuja   Emraan Hashmi   Gulshan Grover Crime   Drama   Mystery
golmaal: fun unlimited,Rohit Shetty,Ajay Devgn   Arshad Warsi   Sharman Joshi   Tusshar Kapoor,Comedy,Rohit Shetty Ajay Devgn   Arshad Warsi   Sharman Joshi   Tusshar Kapoor Comedy
dansh,Kamika Verma   Kanika Verma,Kay Kay Menon   Sonali Kulkarni   Aditya Srivastava   Vijay Raj,Drama,Kamika Verma   Kanika Verma Kay Kay Menon   Sonali Kulkarni   Aditya Srivastava   Vijay Raj Drama
bhola in bollywood,Sumbul Gazi,Ali Asghar   Raj Babbar   Suresh Chatwal   Avtar Gill,Comedy,Sumbul Gazi Ali Asghar   Raj Babbar   Suresh Chatwal   Avtar Gill Comedy
kalyug,Mohit Suri,Kunal Khemu   Deepal Shaw   Smiley Suri   Atul Parchure,Action   Crime   Drama,Mohit Suri Kunal Khemu   Deepal Shaw   Smiley Suri   Atul Parchure Action   Crime   Drama
guru,Mani Ratnam,Mithun Chakraborty   Abhishek Bachchan   Aishwarya Rai Bachchan   Madhavan,Biography   Drama   Musical,Mani Ratnam Mithun Chakraborty   Abhishek Bachchan   Aishwarya Rai Bachchan   Madhavan Biography   Drama   Musical
saawariya,Sanjay Leela Bhansali,Ranbir Kapoor   Sonam Kapoor   Salman Khan   Rani Mukerji,Drama   Musical   Romance,Sanjay Leela Bhansali Ranbir Kapoor   Sonam Kapoor   Salman Khan   Rani Mukerji Drama   Musical   Romance
kabul express,Kabir Khan,John Abraham   Arshad Warsi   Salman Shahid   Hanif Hum Ghum,Action   Comedy   Drama,Kabir Khan John Abraham   Arshad Warsi   Salman Shahid   Hanif Hum Ghum Action   Comedy   Drama
teesri aankh: the hidden camera,Harry Baweja,Sunny Deol   Ameesha Patel   Neha Dhupia   Mukesh Rishi,Action   Thriller,Harry Baweja Sunny Deol   Ameesha Patel   Neha Dhupia   Mukesh Rishi Action   Thriller
namastey london,Vipul Amrutlal Shah,Akshay Kumar   Katrina Kaif   Rishi Kapoor   Clive Standen,Comedy   Drama   Romance,Vipul Amrutlal Shah Akshay Kumar   Katrina Kaif   Rishi Kapoor   Clive Standen Comedy   Drama   Romance
life in a metro,Anurag Basu,Dharmendra   Irrfan Khan   Konkona Sen Sharma   Kay Kay Menon,Comedy   Drama   Romance,Anurag Basu Dharmendra   Irrfan Khan   Konkona Sen Sharma   Kay Kay Menon Comedy   Drama   Romance
anthony kaun hai?,Raj Kaushal,Sanjay Dutt   Arshad Warsi   Minissha Lamba   Anusha Dhandekar,Comedy   Thriller,Raj Kaushal Sanjay Dutt   Arshad Warsi   Minissha Lamba   Anusha Dhandekar Comedy   Thriller
bhagam bhag,Priyadarshan,Akshay Kumar   Govinda   Paresh Rawal   Lara Dutta,Comedy   Mystery   Romance,Priyadarshan Akshay Kumar   Govinda   Paresh Rawal   Lara Dutta Comedy   Mystery   Romance
heyy babyy,Sajid Khan,Akshay Kumar   Vidya Balan   Fardeen Khan   Ritesh Deshmukh,Comedy   Drama,Sajid Khan Akshay Kumar   Vidya Balan   Fardeen Khan   Ritesh Deshmukh Comedy   Drama
partner,David Dhawan,Salman Khan   Govinda   Lara Dutta   Katrina Kaif,Comedy   Romance,David Dhawan Salman Khan   Govinda   Lara Dutta   Katrina Kaif Comedy   Romance
honeymoon travels pvt. ltd.,Reema Kagti,Ranvir Shorey   Dia Mirza   Abhay Deol   Minissha Lamba,Comedy   Drama   Romance,Reema Kagti Ranvir Shorey   Dia Mirza   Abhay Deol   Minissha Lamba Comedy   Drama   Romance
aap ki khatir,Dharmesh Darshan,Akshaye Khanna   Priyanka Chopra   Ameesha Patel   Dino Morea,Romance,Dharmesh Darshan Akshaye Khanna   Priyanka Chopra   Ameesha Patel   Dino Morea Romance
shootout at lokhandwala,Apoorva Lakhia,Sanjay Dutt   Amitabh Bachchan   Arbaaz Khan   Sunil Shetty,Action   Crime   Drama,Apoorva Lakhia Sanjay Dutt   Amitabh Bachchan   Arbaaz Khan   Sunil Shetty Action   Crime   Drama
mr prime minister,Dev Anand,Dev Anand   Prem Chopra   Milind Gunaji   A.K. Hangal,Comedy,Dev Anand Dev Anand   Prem Chopra   Milind Gunaji   A.K. Hangal Comedy
naksha,Sachin Bajaj,Sunny Deol   Vivek Oberoi   Sameera Reddy   Jackie Shroff,Action   Adventure,Sachin Bajaj Sunny Deol   Vivek Oberoi   Sameera Reddy   Jackie Shroff Action   Adventure
apne,Anil Sharma,Dharmendra   Sunny Deol   Bobby Deol   Shilpa Shetty,Drama   Sport,Anil Sharma Dharmendra   Sunny Deol   Bobby Deol   Shilpa Shetty Drama   Sport
dil diya hai,Aditya Datt,Emraan Hashmi   Ashmit Patel   Geeta Basra   Mithun Chakraborty,Drama   Romance   Thriller,Aditya Datt Emraan Hashmi   Ashmit Patel   Geeta Basra   Mithun Chakraborty Drama   Romance   Thriller
ishq qayamat,V. Menon,Suman Ranganathan   Milind Gunaji   Deepak Jethi   Kashmira Shah,Thriller,V. Menon Suman Ranganathan   Milind Gunaji   Deepak Jethi   Kashmira Shah Thriller
rocky,Suresh Krishna,Zayed Khan   Isha Sharvani   Minissha Lamba   Rajat Bedi,Action   Drama   Romance,Suresh Krishna Zayed Khan   Isha Sharvani   Minissha Lamba   Rajat Bedi Action   Drama   Romance
speed,Vikram Bhatt,Urmila Matondkar   Sanjay Suri   Zayed Khan   Aftab Shivdasani,Action   Drama   Romance,Vikram Bhatt Urmila Matondkar   Sanjay Suri   Zayed Khan   Aftab Shivdasani Action   Drama   Romance
traffic signal,Madhur Bhandarkar,Kunal Khemu   Neetu Chandra   Upendra Limaye   Ranvir Shorey,Drama,Madhur Bhandarkar Kunal Khemu   Neetu Chandra   Upendra Limaye   Ranvir Shorey Drama
zindaggi rocks,Tanuja Chandra,Sushmita Sen   Shiney Ahuja   Julian Burkhardt   Ravi Gossain,Drama   Romance,Tanuja Chandra Sushmita Sen   Shiney Ahuja   Julian Burkhardt   Ravi Gossain Drama   Romance
dus kahaniyaan,Jasmeet Dhodhi   Meghna Gulzar   Sanjay Gupta   Apoorva Lakhia   Hansal Mehta   Rohit Roy,Arbaaz Khan   Mandira Bedi   Sudhanshu Pandey   Jimmy Shergill,Adventure   Crime   Drama,Jasmeet Dhodhi   Meghna Gulzar   Sanjay Gupta   Apoorva Lakhia   Hansal Mehta   Rohit Roy Arbaaz Khan   Mandira Bedi   Sudhanshu Pandey   Jimmy Shergill Adventure   Crime   Drama
dor,Nagesh Kukunoor,Ayesha Takia   Shreyas Talpade   Gul Panag   Girish Karnad,Drama,Nagesh Kukunoor Ayesha Takia   Shreyas Talpade   Gul Panag   Girish Karnad Drama
nishabd,Ram Gopal Varma,Amitabh Bachchan   Jiah Khan   Revathy   Nasser,Drama,Ram Gopal Varma Amitabh Bachchan   Jiah Khan   Revathy   Nasser Drama
raja bhai lagey raho...,Dinesh D. Awasthi,Ravi Kishan   Rajeev Awasthi   Chittaranjan Giri   Arun Kumar,Comedy,Dinesh D. Awasthi Ravi Kishan   Rajeev Awasthi   Chittaranjan Giri   Arun Kumar Comedy
humein tumse pyar ho gaya chupke chupke,Pramod Mandloi,Meghna Desai   Siddharth Dhawan   Dinesh Hingoo   Shakti Kapoor,Drama,Pramod Mandloi Meghna Desai   Siddharth Dhawan   Dinesh Hingoo   Shakti Kapoor Drama
shiva,Ram Gopal Varma,Mohit Ahlawat   Priyanka Kothari   Vinod Jaywant   Nagesh Bhonsle,Action   Crime   Drama,Ram Gopal Varma Mohit Ahlawat   Priyanka Kothari   Vinod Jaywant   Nagesh Bhonsle Action   Crime   Drama
ahista ahista,Shivam Nair,Abhay Deol   Soha Ali Khan   Shayan Munshi   Murad Ali,Drama   Romance,Shivam Nair Abhay Deol   Soha Ali Khan   Shayan Munshi   Murad Ali Drama   Romance
stop!,Ajai Sinha,Rocky Bhatia   Dia Mirza   Tejaswini Kolhapure   Gauri Karnik,Comedy   Romance,Ajai Sinha Rocky Bhatia   Dia Mirza   Tejaswini Kolhapure   Gauri Karnik Comedy   Romance
jhoom barabar jhoom,Shaad Ali,Abhishek Bachchan   Preity Zinta   Bobby Deol   Lara Dutta,Comedy   Drama   Musical,Shaad Ali Abhishek Bachchan   Preity Zinta   Bobby Deol   Lara Dutta Comedy   Drama   Musical
the killer,Hasnain Hyderabadwala   Raksha Mistry,Irrfan Khan   Emraan Hashmi   Priyanka Kothari   Bharati Achrekar,Action   Comedy   Crime,Hasnain Hyderabadwala   Raksha Mistry Irrfan Khan   Emraan Hashmi   Priyanka Kothari   Bharati Achrekar Action   Comedy   Crime
mashooka,Afzal Ahmad,Aditya Bal   Meghna Naidu   Vidya Malvade,Romance   Thriller,Afzal Ahmad Aditya Bal   Meghna Naidu   Vidya Malvade Romance   Thriller
souten: the other woman,Karan Razdan,Mahima Chaudhry   Padmini Kolhapure   Shakti Kapoor   Gulshan Grover,Thriller,Karan Razdan Mahima Chaudhry   Padmini Kolhapure   Shakti Kapoor   Gulshan Grover Thriller
ta ra rum pum,Siddharth Anand,Saif Ali Khan   Rani Mukerji   Mayank Amin   Vic Aviles,Comedy   Family   Romance,Siddharth Anand Saif Ali Khan   Rani Mukerji   Mayank Amin   Vic Aviles Comedy   Family   Romance
woh lamhe,Mohit Suri,Kangana Ranaut   Shiney Ahuja   Shaad Randhawa   Purab Kohli,Biography   Drama   Romance,Mohit Suri Kangana Ranaut   Shiney Ahuja   Shaad Randhawa   Purab Kohli Biography   Drama   Romance
bhopal: a prayer for rain,Ravi Kumar,Mischa Barton   Martin Sheen   Kal Penn   Rajpal Yadav,Drama   History,Ravi Kumar Mischa Barton   Martin Sheen   Kal Penn   Rajpal Yadav Drama   History
dhamaal,Indra Kumar,Sanjay Dutt   Ritesh Deshmukh   Arshad Warsi   Aashish Chaudhary,Comedy,Indra Kumar Sanjay Dutt   Ritesh Deshmukh   Arshad Warsi   Aashish Chaudhary Comedy
my name is anthony gonsalves,Eeshwar Nivas,Nikhil Dwivedi   Amrita Rao   Mithun Chakraborty   Anupam Kher,Action   Comedy   Crime,Eeshwar Nivas Nikhil Dwivedi   Amrita Rao   Mithun Chakraborty   Anupam Kher Action   Comedy   Crime
nanhe jaisalmer: a dream come true,Samir Karnik,Dwij Yadav   Bobby Deol   Sharat Saxena   Vivek Shaq,Comedy   Drama   Family,Samir Karnik Dwij Yadav   Bobby Deol   Sharat Saxena   Vivek Shaq Comedy   Drama   Family
nigehbaan: the third eye,Dilip Shankar,Sameer Dharmadhikari   Sandali Sinha   Sayaji Shinde   Govind Namdeo,Thriller,Dilip Shankar Sameer Dharmadhikari   Sandali Sinha   Sayaji Shinde   Govind Namdeo Thriller
risk,Vishram Sawant,Vinod Khanna   Randeep Hooda   Tanushree Dutta   Madhuri Bhagwat,Action   Drama   Thriller,Vishram Sawant Vinod Khanna   Randeep Hooda   Tanushree Dutta   Madhuri Bhagwat Action   Drama   Thriller
loot,Rajnish Thakur,Shweta Bhardwaj   Mimoh Chakraborty   Prem Chopra   Sudhir S. Dayma,Action   Comedy   Crime,Rajnish Thakur Shweta Bhardwaj   Mimoh Chakraborty   Prem Chopra   Sudhir S. Dayma Action   Comedy   Crime
pyaar zindagi hai,Vijay Sadanah,Rajesh Khanna   Mohnish Bahl   Ashima Bhalla   Asawari Joshi,Thriller,Vijay Sadanah Rajesh Khanna   Mohnish Bahl   Ashima Bhalla   Asawari Joshi Thriller
i see you,Vivek b Agrawal,Arjun Rampal   Vipasha Agarwal   Chunky Pandey   Boman Irani,Comedy   Drama   Romance,Vivek b Agrawal Arjun Rampal   Vipasha Agarwal   Chunky Pandey   Boman Irani Comedy   Drama   Romance
mp3: mera pehla pehla pyaar,Robby Grewal,Menekka Arora   Sarthak Bhasin   Sagar Chawla   Hazel Croney,Drama   Romance,Robby Grewal Menekka Arora   Sarthak Bhasin   Sagar Chawla   Hazel Croney Drama   Romance
cash,Anubhav Sinha,Ajay Devgn   Sunil Shetty   Zayed Khan   Ritesh Deshmukh,Action   Drama   Thriller,Anubhav Sinha Ajay Devgn   Sunil Shetty   Zayed Khan   Ritesh Deshmukh Action   Drama   Thriller
anjaane: the unkown,Harryy W. Fernaandes,Manisha Koirala   Sanjay Kapoor   Helen   Daisy Irani,Horror,Harryy W. Fernaandes Manisha Koirala   Sanjay Kapoor   Helen   Daisy Irani Horror
aggar: passion betrayal terror,Anant Mahadevan,Tusshar Kapoor   Udita Goswami   Shreyas Talpade   Sophiya Chaudhary,Romance   Thriller,Anant Mahadevan Tusshar Kapoor   Udita Goswami   Shreyas Talpade   Sophiya Chaudhary Romance   Thriller
the golden boys,Daniel Adams,David Carradine   Rip Torn   Bruce Dern   Mariel Hemingway,Comedy   Romance,Daniel Adams David Carradine   Rip Torn   Bruce Dern   Mariel Hemingway Comedy   Romance
anamika: the untold story,Anant Mahadevan,Dino Morea   Minissha Lamba   Koena Mitra   Gulshan Grover,Drama   Romance   Thriller,Anant Mahadevan Dino Morea   Minissha Lamba   Koena Mitra   Gulshan Grover Drama   Romance   Thriller
kaafila,Ammtoje Mann,Sunny Deol   Ammtoje Mann   Sudesh Berry   Sana,Action,Ammtoje Mann Sunny Deol   Ammtoje Mann   Sudesh Berry   Sana Action
luck by chance,Zoya Akhtar,Farhan Akhtar   Konkona Sen Sharma   Rishi Kapoor   Dimple Kapadia,Drama,Zoya Akhtar Farhan Akhtar   Konkona Sen Sharma   Rishi Kapoor   Dimple Kapadia Drama
kya love story hai,Lovely Singh,Tusshar Kapoor   Ayesha Takia   Karan Hukka   Rahul Singh,Comedy   Drama   Romance,Lovely Singh Tusshar Kapoor   Ayesha Takia   Karan Hukka   Rahul Singh Comedy   Drama   Romance
halla bol,Rajkumar Santoshi,Ajay Devgn   Vidya Balan   Pankaj Kapur   Darshan Jariwala,Action   Crime   Drama,Rajkumar Santoshi Ajay Devgn   Vidya Balan   Pankaj Kapur   Darshan Jariwala Action   Crime   Drama
detective naani,Romilla Mukherjee,Ava Mukherjee   Zain Khan   Simran Singh   Amrita Raichand,Crime   Drama   Family,Romilla Mukherjee Ava Mukherjee   Zain Khan   Simran Singh   Amrita Raichand Crime   Drama   Family
red: the dark side,Vikram Bhatt,Aftab Shivdasani   Celina Jaitly   Amrita Arora   Amin Hajee,Drama   Romance   Thriller,Vikram Bhatt Aftab Shivdasani   Celina Jaitly   Amrita Arora   Amin Hajee Drama   Romance   Thriller
raqeeb,Anurag Singh,Rahul Khanna   Sharman Joshi   Tanushree Dutta   Jimmy Shergill,Crime   Drama   Mystery,Anurag Singh Rahul Khanna   Sharman Joshi   Tanushree Dutta   Jimmy Shergill Crime   Drama   Mystery
manorama six feet under,Navdeep Singh,Abhay Deol   Gul Panag   Raima Sen   Sarika,Crime   Drama   Mystery,Navdeep Singh Abhay Deol   Gul Panag   Raima Sen   Sarika Crime   Drama   Mystery
99.9 fm,Sanjay Bhatia,Shawar Ali   Jaipreet Nagra   Raima Sen   Dipannita Sharma,Crime,Sanjay Bhatia Shawar Ali   Jaipreet Nagra   Raima Sen   Dipannita Sharma Crime
arjun devaa,Imran Khan,Mithun Chakraborty   Puru Rajkumar   Rutika Singh   Gajendra Chouhan,Action   Crime   Musical,Imran Khan Mithun Chakraborty   Puru Rajkumar   Rutika Singh   Gajendra Chouhan Action   Crime   Musical
fashion,Madhur Bhandarkar,Priyanka Chopra   Kangana Ranaut   Mugdha Godse   Arbaaz Khan,Drama   Romance,Madhur Bhandarkar Priyanka Chopra   Kangana Ranaut   Mugdha Godse   Arbaaz Khan Drama   Romance
cheeni kum,R. Balki,Amitabh Bachchan   Tabu   Paresh Rawal   Zohra Segal,Comedy   Romance,R. Balki Amitabh Bachchan   Tabu   Paresh Rawal   Zohra Segal Comedy   Romance
hattrick,Milan Luthria,Nana Patekar   Danny Denzongpa   Paresh Rawal   Kunal Kapoor,Comedy   Drama   Romance,Milan Luthria Nana Patekar   Danny Denzongpa   Paresh Rawal   Kunal Kapoor Comedy   Drama   Romance
gauri: the unborn,Aku Akbar,Mohan Azaad   Anupam Kher   Atul Kulkarni   Manasi,Drama   Horror   Thriller,Aku Akbar Mohan Azaad   Anupam Kher   Atul Kulkarni   Manasi Drama   Horror   Thriller
laaga chunari mein daag: journey of a woman,Pradeep Sarkar,Abhishek Bachchan   Rani Mukerji   Konkona Sen Sharma   Jaya Bhaduri,Drama,Pradeep Sarkar Abhishek Bachchan   Rani Mukerji   Konkona Sen Sharma   Jaya Bhaduri Drama
aaja nachle,Anil Mehta,Madhuri Dixit   Darshan Jariwala   Raghuvir Yadav   Divya Dutta,Drama   Musical,Anil Mehta Madhuri Dixit   Darshan Jariwala   Raghuvir Yadav   Divya Dutta Drama   Musical
taare zameen par,Aamir Khan   Amole Gupte,Darsheel Safary   Aamir Khan   Tanay Chheda   Sachet Engineer,Drama   Family,Aamir Khan   Amole Gupte Darsheel Safary   Aamir Khan   Tanay Chheda   Sachet Engineer Drama   Family
a flat,Hemant Madhukar,Jimmy Shergill   Sanjay Suri   Hazel Croney   Kaveri Jha,Drama   Horror   Romance,Hemant Madhukar Jimmy Shergill   Sanjay Suri   Hazel Croney   Kaveri Jha Drama   Horror   Romance
delhii heights,R. Anand Kumar,Jimmy Shergill   Neha Dhupia   Kamini Khanna   Madhavan,Drama   Romance,R. Anand Kumar Jimmy Shergill   Neha Dhupia   Kamini Khanna   Madhavan Drama   Romance
30 days,Ravi Sinha,Abhay Bhargav   Milind Gunaji   Dinesh Hingoo   Mushtaq Khan,Horror,Ravi Sinha Abhay Bhargav   Milind Gunaji   Dinesh Hingoo   Mushtaq Khan Horror
bhoothnath,Vivek Sharma,Amitabh Bachchan   Juhi Chawla   Satish Shah   Rajpal Yadav,Comedy   Drama   Fantasy,Vivek Sharma Amitabh Bachchan   Juhi Chawla   Satish Shah   Rajpal Yadav Comedy   Drama   Fantasy
bhool bhulaiyaa,Priyadarshan,Akshay Kumar   Vidya Balan   Ameesha Patel   Shiney Ahuja,Comedy   Horror   Mystery,Priyadarshan Akshay Kumar   Vidya Balan   Ameesha Patel   Shiney Ahuja Comedy   Horror   Mystery
dhol,Priyadarshan,Sharman Joshi   Tusshar Kapoor   Kunal Khemu   Rajpal Yadav,Comedy,Priyadarshan Sharman Joshi   Tusshar Kapoor   Kunal Khemu   Rajpal Yadav Comedy
ek chalis ki last local,Sanjay M. Khanduri,Abhay Deol   Neha Dhupia   Amit Mistry   Ashok Samarth,Adventure   Comedy   Crime,Sanjay M. Khanduri Abhay Deol   Neha Dhupia   Amit Mistry   Ashok Samarth Adventure   Comedy   Crime
no smoking,Anurag Kashyap,John Abraham   Ayesha Takia   Paresh Rawal   Ranvir Shorey,Drama   Thriller,Anurag Kashyap John Abraham   Ayesha Takia   Paresh Rawal   Ranvir Shorey Drama   Thriller
tashan,Vijay Krishna Acharya,Akshay Kumar   Saif Ali Khan   Kareena Kapoor   Anil Kapoor,Action   Comedy   Crime,Vijay Krishna Acharya Akshay Kumar   Saif Ali Khan   Kareena Kapoor   Anil Kapoor Action   Comedy   Crime
khoya khoya chand,Sudhir Mishra,Shiney Ahuja   Soha Ali Khan   Rajat Kapoor   Vinay Pathak,Drama   Romance,Sudhir Mishra Shiney Ahuja   Soha Ali Khan   Rajat Kapoor   Vinay Pathak Drama   Romance
the train: some lines shoulder never be crossed...,Hasnain Hyderabadwala   Raksha Mistry,Emraan Hashmi   Geeta Basra   Rajat Bedi   Anant Mahadevan,Thriller,Hasnain Hyderabadwala   Raksha Mistry Emraan Hashmi   Geeta Basra   Rajat Bedi   Anant Mahadevan Thriller
aap kaa surroor: the moviee - the real luv story,Prashant Chadha,Himesh Reshammiya   Hansika Motwani   Mallika Sherawat   Shravan Rathod,Drama   Romance   Thriller,Prashant Chadha Himesh Reshammiya   Hansika Motwani   Mallika Sherawat   Shravan Rathod Drama   Romance   Thriller
bheja fry,Sagar Ballary,Vinay Pathak   Rajat Kapoor   Sarika   Milind Soman,Comedy   Drama,Sagar Ballary Vinay Pathak   Rajat Kapoor   Sarika   Milind Soman Comedy   Drama
yehi hai zindagi,Ajay Phansekar   Raam Shetty,Parvin Dabas   Benjamin Gilani   Sahil Khan   Sheetal Kshirsagar,Action   Crime   Drama,Ajay Phansekar   Raam Shetty Parvin Dabas   Benjamin Gilani   Sahil Khan   Sheetal Kshirsagar Action   Crime   Drama
chain kulii ki main kulii,Kittu Saluja,Anand Abhyankar   Parimal Aloke   Chandan Anand   Bobby Bedi,Comedy   Drama   Family,Kittu Saluja Anand Abhyankar   Parimal Aloke   Chandan Anand   Bobby Bedi Comedy   Drama   Family
race,Abbas Alibhai Burmawalla   Mastan Alibhai Burmawalla,Saif Ali Khan   Akshaye Khanna   Bipasha Basu   Katrina Kaif,Action   Crime   Drama,Abbas Alibhai Burmawalla   Mastan Alibhai Burmawalla Saif Ali Khan   Akshaye Khanna   Bipasha Basu   Katrina Kaif Action   Crime   Drama
awarapan,Mohit Suri,Salil Acharya   Emraan Hashmi   J. Brandon Hill   Rehan Khan,Action   Crime   Drama,Mohit Suri Salil Acharya   Emraan Hashmi   J. Brandon Hill   Rehan Khan Action   Crime   Drama
naqaab,Abbas Alibhai Burmawalla   Mastan Alibhai Burmawalla,Bobby Deol   Akshaye Khanna   Urvashi Sharma   Vikas Kalantri,Crime   Drama   Romance,Abbas Alibhai Burmawalla   Mastan Alibhai Burmawalla Bobby Deol   Akshaye Khanna   Urvashi Sharma   Vikas Kalantri Crime   Drama   Romance
